Guest_ID,Name,Frequent_Traveler,Date_Birth,Type,Flight_Class,Points,Room,Check-in/Check-out,F&B,Location,Wifi,Entertainment,Gym,Spa,Staff,Pool,Baggage_Handling,Reception,Cleanliness,Online_Booking,Deposit_Kept,Time_Room_Service,Repeater
15237,Mr. Stewart Miller,1," August 25, 1989",Personal Travel,Business,2105,1,4,1,2,2,1,2,2,1,1,2,4,1,2,0,0,0
20389,Mr. Cameron Wilson,1," March 13, 2013",Personal Travel,Eco,2046,4,4,4,3,2,4,1,2,1,3,1,4,3,2,0,0,0
17339,Mr. Julian Underwood,0," January 6, 1985",Business travel,Eco,1498,4,4,4,2,5,4,5,5,3,5,3,4,1,5,0,0,0
14237,Mrs. Jennifer Henderson,0," July 20, 1982",Business travel,Business,2068,1,1,1,4,4,1,4,4,3,1,4,3,4,4,0,0,0
11097,Mr. Adrian Paige,1," October 4, 1953",Personal Travel,Eco,2203,2,3,2,2,5,2,5,5,1,5,2,5,2,5,53,3.5,0
17405,Mr. Eric Quinn,1,,Business travel,Eco,2157,3,2,3,2,3,3,4,3,3,1,3,4,3,3,2,0.5,0
16440,Mr. Carl Davidson,1," June 30, 1962",Personal Travel,Eco,2397,5,4,5,4,4,5,4,4,3,5,5,5,5,4,0,0.6,1
11292,Mrs. Samantha Bond,1," September 7, 1976",Business travel,Business,594,2,4,4,4,5,2,1,2,2,2,2,2,2,2,4,0.6,0
11344,Mrs. Kimberly McGrath,0," January 3, 1986",Business travel,Business,2202,2,2,2,3,4,2,1,4,3,3,4,5,5,4,7,0,0
15751,Miss Audrey Walsh,1," September 1, 2000",Personal Travel,Eco,3062,4,4,4,4,2,4,4,5,5,5,5,5,5,5,4,0,1
17832,Mrs. Lisa Rampling,0," April 3, 1992",Business travel,Business,2699,3,3,3,1,3,3,3,3,5,4,5,3,4,3,243,25.3,0
22556,Mrs. Madeleine Burgess,1," August 30, 1961",Business travel,Business,3674,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0,1
19920,Mrs. Sarah Forsyth,0," August 28, 2000",Business travel,Eco,1375,2,4,2,3,3,2,3,3,1,4,3,1,4,3,22,1.3,0
20958,Mrs. Samantha Gill,1," January 9, 1966",Business travel,Eco,368,5,5,5,5,2,5,1,5,5,5,5,2,5,3,0,0.6,1
15662,Mrs. Donna Hunter,1," July 8, 1966",Personal Travel,Eco,210,4,4,4,4,2,4,5,5,5,5,5,3,5,4,0,0,1
22635,Mr. Ian Rees,1," August 7, 1981",Business travel,Eco,1988,1,2,5,5,1,1,1,1,2,2,4,4,4,1,0,0.7,0
19997,Mr. Cameron Butler,1," August 11, 1977",Business travel,Eco,1538,4,5,5,5,4,4,4,4,4,5,5,2,2,4,0,0,1
18886,Mrs. Virginia Nolan,1," September 5, 1976",Business travel,Business,2366,2,2,2,2,2,5,5,5,5,5,5,4,5,3,0,0,1
20455,Mr. Max Underwood,0," April 24, 1986",Business travel,Business,2389,3,3,3,3,1,3,1,1,2,5,4,3,2,1,0,1.2,0
22109,Mrs. Felicity Lewis,1," April 30, 1972",Personal Travel,Eco,948,3,3,4,3,5,4,4,4,4,4,4,4,4,4,0,0,1
13279,Mrs. Jasmine Thomson,1," March 14, 1976",Business travel,Business,3151,3,3,3,3,3,5,4,4,4,4,4,5,4,3,16,0,1
16203,Mr. Sebastian Poole,1," January 9, 1954",Business travel,Business,349,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0,1
14663,Mr. Simon Morgan,1," July 29, 1993",Personal Travel,Business,1932,2,5,3,1,3,3,3,3,5,3,4,4,4,3,0,0,0
21821,Mr. Blake Nash,1," June 13, 1993",Business travel,Eco Plus,2568,2,4,4,4,2,3,2,2,4,1,3,3,4,2,5,0,0
17932,Mr. James Wilkins,1," September 8, 1973",Business travel,Business,457,5,5,5,5,2,5,4,5,5,5,5,4,5,3,2,0,1
16018,Mrs. Zoe Rees,1," February 12, 1976",Personal Travel,Eco Plus,552,4,1,2,3,5,3,4,2,2,2,2,2,2,2,3,0,0
15446,Mr. Robert Sharp,0," February 22, 2003",Business travel,Eco,2696,4,4,4,4,4,4,4,4,4,4,1,3,1,4,0,0.2,1
20661,Miss Ella Anderson,0," May 11, 1996",Business travel,Eco,2222,2,2,2,4,2,2,2,2,1,5,3,4,3,2,95,8.5,0
14396,Mrs. Rose Greene,1," June 8, 1972",Business travel,Business,1722,3,3,3,3,2,5,4,5,5,5,5,5,5,5,0,0,1
19294,Mrs. Lily Mackenzie,1," August 24, 1980",Business travel,Eco,1604,5,5,5,5,5,5,5,5,5,5,4,4,2,5,0,0.1,1
16816,Mr. Jason Brown,1," June 1, 1964",Business travel,Eco,2469,4,1,1,1,4,4,4,4,5,4,4,3,1,4,0,0.9,1
14315,Mr. Piers Gill,1," July 30, 1972",Business travel,Business,1741,5,5,5,5,2,3,4,4,4,4,4,2,4,5,5,0,1
14866,Mr. Christopher King,1," May 6, 1959",Business travel,Business,334,2,2,2,2,3,5,4,5,5,5,5,5,5,3,11,0.3,1
17369,Mr. Gavin Oliver,1," March 19, 1982",Business travel,Business,1608,5,5,5,5,4,2,5,4,4,4,4,4,4,1,0,0,1
22318,Mrs. Rachel Clark,1," June 15, 1971",Business travel,Business,644,2,1,1,1,1,4,3,2,2,2,2,2,2,4,19,0.9,0
19381,Miss Anna McGrath,1," August 4, 1985",Business travel,Business,2088,2,2,2,2,3,4,5,5,5,5,5,4,5,3,0,0,1
17164,Mrs. Sally Wright,0," June 6, 1987",Business travel,Eco,1567,3,5,3,2,1,3,1,1,4,2,2,1,5,1,0,0,0
12780,Mrs. Irene Cornish,1," February 23, 1979",Personal Travel,Eco,97,5,5,5,5,2,4,4,4,4,4,4,5,4,4,0,0,1
20848,Mr. Dominic Ball,1," February 29, 1968",Business travel,Business,1420,5,5,5,5,4,5,5,5,5,5,5,3,5,3,61,3.9,1
15542,Mr. Trevor Parr,1," August 31, 1978",Business travel,Business,2119,5,1,5,5,2,5,4,4,4,4,4,3,4,3,0,0,1
17446,Miss Zoe Morrison,1," August 29, 1996",Personal Travel,Eco Plus,2515,0,5,0,2,4,0,4,4,2,3,4,5,3,4,0,0,1
11425,Mr. Paul Payne,1," May 20, 1960",Personal Travel,Eco,1304,2,1,2,2,3,2,3,3,2,4,2,4,2,3,0,0,0
15218,Mr. Charles Hughes,1," October 5, 1955",Personal Travel,Eco,1812,5,5,5,5,4,5,4,4,3,4,4,5,4,4,35,2.8,1
20741,Mr. Julian Langdon,1," June 11, 2003",Personal Travel,Eco,1802,3,4,3,4,5,3,3,5,2,2,4,2,4,5,0,0,0
21030,Miss Theresa Stewart,1," June 1, 1997",Personal Travel,Eco Plus,1738,4,2,4,4,1,4,1,1,1,5,4,1,4,1,46,4.4,0
21514,Mrs. Stephanie Piper,1," March 28, 1991",Business travel,Business,4829,3,5,1,1,3,3,3,3,1,5,3,2,3,3,0,0,0
11065,Mr. Luke Clarkson,1," February 16, 1979",Business travel,Business,3534,3,2,4,4,2,4,3,4,4,4,3,2,4,3,0,0,0
19502,Miss Julia Murray,0," April 9, 1996",Business travel,Business,3315,2,0,3,3,3,3,3,3,4,3,4,5,5,3,0,0,0
20490,Mrs. Carolyn Johnston,1," March 14, 1980",Business travel,Eco,1779,3,5,5,5,3,3,3,3,1,3,3,4,4,3,8,0.6,0
20986,Mr. Richard Nash,1," May 1, 2010",Personal Travel,Eco,1886,3,5,3,1,1,3,1,1,4,4,4,5,5,1,11,0.5,0
12799,Miss Alexandra Glover,1," January 9, 1979",Business travel,Business,401,3,1,1,1,1,3,3,3,3,2,3,2,3,4,1,0,0
17380,Mr. Edward Turner,1," January 23, 1982",Business travel,Business,3783,1,1,1,1,2,1,3,4,4,4,4,1,4,2,0,0,1
15113,Mrs. Alison Morgan,1," May 16, 1979",Personal Travel,Eco,2203,5,2,4,4,5,3,3,2,2,4,2,2,2,1,0,0,1
19086,Mr. Owen Grant,0," August 17, 1986",Business travel,Business,1338,2,2,2,2,5,2,5,5,5,5,5,4,4,5,8,0.4,0
15703,Mrs. Caroline Henderson,1," March 30, 1953",Personal Travel,Eco,224,4,4,4,3,2,2,4,5,5,4,5,1,5,2,0,0,1
11764,Mrs. Diana Bell,1," August 24, 1977",Business travel,Business,1575,3,3,3,3,2,2,1,5,5,5,5,4,5,2,91,9.1,1
18426,Mrs. Joanne Jackson,1," January 21, 1970",Business travel,Business,986,2,2,2,2,4,5,4,4,4,4,4,4,4,5,50,3.9,1
16182,Mrs. Zoe MacLeod,1," May 11, 1970",Business travel,Business,88,3,3,3,3,5,5,5,4,4,4,5,5,4,5,6,0.6,1
18265,Mr. Austin Russell,1," January 25, 1977",Personal Travel,Eco,2241,2,5,2,2,2,2,2,2,5,2,5,1,1,2,0,0,0
13187,Mrs. Lillian Coleman,1," January 17, 1953",Personal Travel,Eco,605,4,1,4,4,3,5,4,5,5,5,5,4,5,5,2,0.2,1
14860,Mrs. Bella Bower,1," February 8, 1981",Business travel,Business,2406,0,1,1,1,5,4,5,3,3,3,3,3,3,5,4,0,1
21310,Miss Molly Hill,1," August 6, 1989",Business travel,Business,3177,4,4,4,4,2,2,2,2,5,4,5,4,4,2,0,0,1
12698,Mr. Anthony Duncan,1," September 3, 1963",Business travel,Business,2583,5,5,5,5,5,4,4,5,5,5,5,4,5,4,27,3.9,1
15574,Mr. Adrian Hill,1," May 15, 2013",Personal Travel,Eco,2562,3,3,3,1,5,3,4,5,2,1,5,4,2,5,0,0,0
16785,Mr. Brian Jones,1," June 1, 1972",Business travel,Business,3764,5,5,5,5,3,5,4,4,4,4,4,3,4,4,0,0,1
15075,Mr. Julian Poole,1," August 19, 1971",Business travel,Business,2277,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0,1
21869,Mrs. Sophie Sutherland,1," June 17, 1973",Business travel,Business,3654,5,5,5,5,3,4,5,5,5,5,5,3,5,5,2,0,1
11604,Mr. Sam Short,1," October 2, 1983",Personal Travel,Eco,2028,2,5,1,1,2,1,2,2,5,2,5,3,4,2,1,0,0
11106,Mr. Christian Martin,1," April 9, 1986",Personal Travel,Eco,1822,3,2,3,3,5,3,5,5,2,4,3,2,4,5,4,0,0
15711,Mr. Ryan Harris,1," January 16, 1968",Business travel,Business,3408,3,4,4,4,2,4,3,3,3,3,3,3,3,3,0,0,0
17194,Mr. Neil Abraham,1," June 5, 1978",Business travel,Business,456,2,5,5,5,5,4,4,2,2,2,2,3,2,1,0,0,0
21611,Mrs. Carol Taylor,0," May 21, 1987",Business travel,Eco,2041,4,0,4,1,1,4,1,1,2,2,5,4,1,1,0,0,0
14535,Mr. Joshua Clark,1," February 12, 1978",Business travel,Eco,1753,3,5,2,2,3,3,3,3,3,5,1,5,4,3,0,2.6,1
18357,Mr. Joseph Rutherford,1," September 16, 1970",Personal Travel,Eco,1865,3,5,3,2,4,3,4,4,3,4,1,3,3,4,13,1.5,0
20298,Miss Heather Gibson,1," August 27, 1982",Business travel,Business,2830,2,2,2,2,3,4,5,4,4,4,5,4,4,5,71,7.2,1
19138,Mr. Dan Bond,1," July 7, 1963",Business travel,Business,5244,2,2,2,2,4,5,4,4,4,4,4,3,4,5,130,12,1
15889,Mrs. Sarah Graham,1," August 17, 1971",Business travel,Business,1452,3,3,3,3,3,4,5,4,4,4,4,5,4,3,0,0,1
16682,Miss Dorothy Brown,1," July 14, 1994",Personal Travel,Eco,1772,1,1,3,1,5,5,5,5,5,5,5,5,4,5,0,0,1
16947,Mr. Dylan Hill,1," July 22, 1969",Business travel,Business,3376,4,4,5,4,5,5,4,4,4,4,4,3,4,4,102,9.4,1
11141,Miss Vanessa Oliver,1," August 19, 2010",Personal Travel,Eco,1657,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0,1
21220,Mr. Tim Hughes,1," August 3, 1977",Business travel,Business,2688,5,5,5,5,5,4,5,5,5,5,4,3,5,4,0,0,1
13328,Mrs. Pippa Allan,1," August 17, 1964",Business travel,Business,3240,4,4,4,4,2,4,5,2,2,3,2,4,2,4,17,1.5,1
20568,Mr. Edward Davies,1," August 28, 1959",Personal Travel,Eco,2313,3,4,3,3,3,3,3,3,5,2,5,1,5,3,0,0,0
16837,Mrs. Alexandra Springer,1," April 21, 1975",Business travel,Business,96,5,5,5,5,3,4,4,5,5,4,5,4,5,4,0,0,1
19886,Mrs. Sonia Johnston,1," August 25, 1975",Business travel,Business,1690,3,3,3,3,2,5,5,2,2,2,2,4,2,5,0,0,1
10664,Mr. Richard Wilkins,1," May 15, 1976",Business travel,Eco,2643,3,3,3,3,3,3,3,3,2,4,3,4,3,3,0,0,0
20487,Mrs. Natalie Wilson,0," March 26, 1995",Business travel,Eco,1397,2,2,3,4,5,3,5,5,3,3,3,4,4,5,19,1.3,0
10813,Miss Madeleine Hardacre,1," August 8, 2000",Personal Travel,Eco,1794,3,3,3,3,5,4,4,3,3,3,3,5,3,5,3,0.2,1
18937,Mr. Brian Chapman,1," February 7, 1961",Business travel,Business,1856,3,3,3,3,4,5,4,4,4,4,5,4,4,3,0,0,1
17692,Mrs. Amelia Hemmings,0," June 3, 1992",Business travel,Business,1811,0,0,0,2,2,0,2,2,4,3,4,5,5,2,0,1,1
14034,Mr. David Morgan,1," March 5, 1969",Business travel,Business,3380,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0,1
16592,Mrs. Angela Fisher,1," June 25, 1981",Business travel,Business,1678,1,1,1,1,3,3,4,5,5,5,5,5,5,3,1,0,1
10579,Mrs. Madeleine Taylor,1," October 7, 1968",Business travel,Eco,805,1,3,3,3,2,3,3,1,1,1,1,1,1,1,10,0,0
21152,Mrs. Anne Lawrence,0," August 9, 1996",Business travel,Eco,2209,3,1,3,4,5,3,5,5,4,2,3,3,3,5,0,0.3,0
12817,Mrs. Samantha Smith,0," August 24, 1989",Business travel,Business,1849,4,4,4,3,5,4,5,5,5,5,5,3,5,5,0,0,0
14288,Miss Ella Welch,0," April 27, 1997",Business travel,Eco,2669,2,2,2,5,3,2,3,3,5,5,5,5,4,3,6,2.1,0
16910,Mr. Joe Hill,1," April 1, 1980",Business travel,Business,2426,3,3,3,3,3,5,4,2,2,2,2,5,2,5,1,0.2,1
15880,Mr. Adrian Robertson,1," April 24, 1990",Business travel,Business,2254,2,2,2,2,4,4,4,4,3,4,4,3,5,4,29,3.1,1
12430,Miss Kylie Forsyth,0," August 19, 1996",Business travel,Business,1283,3,0,3,2,3,3,4,3,3,3,4,3,4,3,0,0,0
18586,Mrs. Alexandra Reid,0," August 1, 1983",Business travel,Eco Plus,1795,2,2,2,1,4,2,4,4,1,1,5,3,4,4,0,0,0
13885,Mrs. Rose Johnston,1," July 17, 1972",Business travel,Business,2139,5,5,3,5,3,1,2,5,5,5,5,2,5,2,0,0,1
20902,Mr. Dylan Parr,0,,Business travel,Eco,2378,3,3,3,3,1,3,1,1,4,4,3,2,4,1,5,1.8,0
21365,Mr. Luke Simpson,1," September 17, 1984",Personal Travel,Eco,2512,2,2,2,3,4,2,4,4,2,1,3,1,3,4,0,0,0
14740,Mrs. Felicity Oliver,1," September 22, 1966",Business travel,Eco,222,4,1,1,1,1,3,5,5,5,4,5,2,5,5,0,0,1
14965,Mr. Charles Metcalfe,1," February 6, 1969",Business travel,Business,589,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0,1
11077,Mr. Richard Rees,1," February 9, 1992",Personal Travel,Eco,2458,3,4,3,5,4,3,4,4,5,4,5,5,5,4,61,4.8,0
12278,Mrs. Emma Ball,1," September 1, 1957",Business travel,Eco,1125,1,2,2,2,4,4,3,1,1,1,1,1,1,1,0,0,0
22284,Mr. Harry Lee,1," February 4, 1951",Personal Travel,Business,417,1,5,1,3,5,5,1,2,2,1,2,2,2,5,74,7.6,0
19032,Mr. Tim Coleman,1," April 14, 1975",Business travel,Business,1833,1,1,1,1,3,5,5,5,5,5,5,5,5,3,1,0.7,1
16150,Mr. Dylan James,0," July 28, 1988",Business travel,Eco,1354,2,2,2,4,4,2,2,4,2,1,4,1,4,4,0,0,0
11387,Mrs. Angela Fraser,1," April 9, 1960",Business travel,Business,1717,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,0,1
11729,Mrs. Yvonne Henderson,1," October 6, 1973",Business travel,Business,644,3,3,3,3,4,5,4,4,4,4,4,4,4,3,0,0,1
13485,Mr. Richard Brown,1," July 25, 1976",Business travel,Eco,1699,1,4,4,4,1,1,1,1,4,4,4,1,4,1,0,0,0
21163,Miss Andrea Taylor,1," July 2, 2014",Personal Travel,Eco,2417,5,5,5,5,1,5,5,3,3,3,3,2,3,3,0,0,1
21057,Miss Kimberly Quinn,1," October 11, 1960",Business travel,Eco,387,2,5,5,5,5,2,4,3,3,2,3,3,3,4,0,1.1,1
12871,Mrs. Kimberly Buckland,0," August 24, 1971",Business travel,Eco,1081,2,0,2,1,3,2,3,3,5,5,1,2,1,3,0,0,0
15855,Mr. Neil Bailey,1," May 27, 1996",Business travel,Business,3143,3,2,2,2,3,3,3,3,2,3,3,4,4,3,37,3.2,0
15275,Mr. Julian Springer,1," March 20, 1978",Business travel,Business,999,4,4,2,4,2,4,4,5,5,5,5,4,5,3,0,0,1
10558,Miss Joanne Edmunds,0," June 2, 1995",Business travel,Business,1100,3,3,3,3,2,3,2,2,5,2,5,5,4,2,0,0,0
14894,Mr. Owen Arnold,0," July 10, 1999",Business travel,Eco,2342,4,4,4,1,2,4,2,2,5,3,5,3,4,2,13,0,1
14690,Mr. Dominic North,0," February 28, 1999",Business travel,Eco,2073,2,2,2,5,5,2,5,5,5,3,1,4,1,5,0,0,0
12186,Mr. Robert Knox,0," May 30, 1996",Business travel,Eco,2783,3,3,3,3,5,3,5,5,3,2,5,5,5,5,2,0,0
13820,Mrs. Irene Howard,1," May 9, 1974",Business travel,Business,1487,1,1,1,1,5,4,5,5,5,5,5,4,5,5,1,0.6,1
10166,Mrs. Emily Metcalfe,1," January 14, 1989",Business travel,Eco Plus,1615,0,0,0,4,1,0,1,1,5,2,2,3,1,1,1,0,1
21706,Mr. Lucas Morrison,0," May 11, 1980",Business travel,Eco,1822,1,4,1,4,3,1,3,3,4,5,3,1,3,3,0,0.1,0
18009,Mr. John Johnston,1," April 25, 1969",Business travel,Business,3740,2,2,2,2,3,5,4,2,2,2,2,3,2,5,0,0,1
16436,Mrs. Amanda North,1," May 16, 1990",Personal Travel,Eco,1959,5,5,5,5,4,4,4,4,4,2,3,1,1,4,0,0,1
10655,Mr. Jake MacLeod,0," August 19, 1984",Business travel,Eco Plus,1791,3,3,3,3,5,3,5,5,1,3,4,1,3,5,0,0,0
18218,Miss Katherine Lambert,0," February 3, 2001",Business travel,Eco,2626,2,2,2,3,3,2,3,3,2,1,2,2,2,3,0,0.8,0
20014,Mrs. Lauren Howard,1," April 3, 1981",Business travel,Eco,2327,4,2,2,2,4,4,4,4,4,1,5,4,2,4,60,8.7,1
22419,Mr. Edward Davies,1," January 28, 1993",Business travel,Business,4534,3,2,2,2,3,3,3,3,3,3,2,4,2,3,39,4,0
19727,Mrs. Melanie Campbell,0," April 3, 1959",Business travel,Eco,1576,3,0,3,3,3,3,3,3,2,3,3,5,3,3,1,0,0
10997,Miss Ruth Payne,1," April 13, 2007",Personal Travel,Eco,1548,3,3,3,3,5,5,5,5,5,4,5,5,4,5,3,0,1
13996,Mr. Christian Mackenzie,0," January 6, 1971",Business travel,Business,2368,3,3,3,3,5,3,5,5,2,3,2,1,2,5,14,2.6,0
10069,Mrs. Diana Henderson,1," March 28, 1968",Personal Travel,Eco,1750,1,1,1,1,3,5,5,2,2,2,2,4,2,4,58,5.8,1
17725,Mr. Sebastian Allan,1," January 23, 1999",Personal Travel,Eco,3470,5,3,5,4,1,5,1,1,4,1,1,5,3,1,0,0,1
13376,Mr. Dominic Ince,0," April 30, 1988",Business travel,Eco,2890,3,3,3,3,4,3,2,4,4,1,4,3,4,4,102,8.5,0
22959,Mrs. Kimberly Carr,1," January 11, 1959",Personal Travel,Eco,575,2,2,2,2,3,5,4,4,4,4,4,4,4,3,0,1.1,1
22404,Mrs. Diane MacLeod,1," March 5, 1978",Business travel,Business,352,5,5,3,5,3,4,5,5,5,4,5,5,5,1,0,0,1
12959,Mr. Nicholas Walsh,1," February 3, 1978",Business travel,Business,3423,3,2,2,2,1,3,4,3,3,3,3,3,3,2,24,1,0
20141,Mr. Colin Metcalfe,1," July 29, 1980",Business travel,Business,544,1,5,5,5,4,3,4,1,1,1,1,2,1,4,0,0,0
19171,Mr. Sean Morrison,1," March 25, 1990",Business travel,Business,3514,4,4,2,4,4,4,4,4,3,4,3,2,5,4,0,0,1
14927,Mr. Alexander Sanderson,1," April 10, 1979",Business travel,Business,2329,3,3,3,3,2,4,4,5,5,5,5,3,5,3,0,0,1
21536,Mr. Justin McGrath,1," September 14, 1968",Business travel,Business,637,5,5,4,5,5,3,4,5,5,4,5,4,5,4,18,1.3,1
18333,Mrs. Kylie Randall,1," April 1, 1963",Personal Travel,Eco,451,2,2,2,2,3,4,5,5,5,5,5,4,5,3,9,1.4,1
16846,Mrs. Una Simpson,1," September 5, 1980",Business travel,Business,1766,1,1,1,1,5,4,5,3,3,3,3,4,3,5,13,1.3,1
15837,Miss Angela Slater,0," September 26, 1999",Business travel,Eco,1372,4,5,4,5,2,4,5,2,4,1,4,2,5,2,0,0,0
11946,Mr. Ryan Ellison,1," July 23, 1966",Business travel,Business,3285,0,0,0,3,2,5,4,4,4,4,4,4,4,5,0,0,1
22957,Miss Melanie Sharp,1," August 4, 1972",Business travel,Business,868,1,1,1,1,5,4,5,5,5,5,5,4,5,3,10,0.5,1
20018,Mr. Jason Vaughan,0," June 16, 1995",Business travel,Business,1157,1,4,1,3,3,1,3,3,5,5,5,5,4,3,0,0,0
10697,Mr. Ryan Baker,1," April 18, 1977",Business travel,Business,337,5,5,5,5,3,4,3,5,5,5,5,2,5,2,0,0,1
22801,Mr. Jack Pullman,1," January 8, 1979",Business travel,Business,371,0,0,0,3,3,5,4,4,4,4,4,5,4,3,0,0,1
21545,Mr. Justin Welch,1," September 6, 1973",Business travel,Business,2357,5,5,5,5,4,4,5,5,5,5,5,4,5,3,73,6.3,1
20222,Mr. Joseph Bell,1," April 17, 1978",Business travel,Business,3917,4,4,4,4,5,4,4,5,5,5,5,3,5,4,0,0,1
13595,Mrs. Jennifer Rutherford,0," May 13, 1972",Business travel,Business,1431,3,4,4,3,5,3,5,5,3,4,5,5,5,5,0,0,0
19392,Mrs. Andrea Hudson,1," January 8, 1979",Personal Travel,Eco,618,4,5,4,3,3,5,4,3,3,4,3,4,3,3,5,0,1
22388,Mr. Michael Peters,1," February 12, 1951",Personal Travel,Eco,2035,3,5,3,2,3,2,2,3,4,5,5,2,3,2,141,15,0
10401,Mr. Liam Ellison,0," July 1, 1979",Business travel,Business,2023,3,3,3,4,4,3,4,4,2,3,4,3,3,4,0,1.3,0
15139,Mr. Oliver Manning,1," May 7, 1972",Business travel,Eco,1842,2,5,4,4,2,2,2,2,1,2,4,3,3,2,0,1.7,0
16692,Mrs. Jan Hardacre,1," January 12, 1995",Personal Travel,Eco,2266,3,3,3,3,2,5,5,4,4,4,4,5,4,5,0,0,1
19318,Mrs. Jasmine Newman,1," August 13, 1970",Business travel,Business,925,1,1,1,1,3,4,4,4,4,4,4,3,4,4,33,4.5,1
14450,Miss Audrey Skinner,1," May 12, 1985",Personal Travel,Eco Plus,2010,5,1,3,1,5,5,3,5,4,4,1,3,2,5,6,1.1,1
20858,Mrs. Donna Underwood,1," July 14, 1999",Business travel,Business,1516,1,0,0,4,3,0,3,3,1,5,3,1,3,3,0,0,0
16090,Mr. Ryan Sharp,1," July 10, 1989",Personal Travel,Eco,1455,4,4,5,3,5,5,5,5,1,5,1,2,5,5,3,0.1,0
19580,Miss Pippa Hughes,1," April 12, 2003",Personal Travel,Eco Plus,2954,5,4,4,4,5,5,5,5,4,4,1,4,4,5,0,0,1
22750,Mr. Blake Edmunds,0," August 7, 1998",Business travel,Eco,2502,3,3,3,3,1,3,1,1,3,3,3,1,4,1,70,3.5,0
22281,Miss Bella Walker,1," September 27, 2012",Personal Travel,Eco,2353,1,1,4,1,5,3,1,5,5,5,5,3,5,2,72,6.7,1
17225,Mrs. Anna Parsons,1," April 11, 1960",Business travel,Eco Plus,683,3,1,1,1,4,3,1,3,3,3,3,5,3,1,0,0,1
12701,Mrs. Karen MacLeod,0," May 23, 1985",Business travel,Business,3277,3,3,3,4,3,3,1,3,4,2,4,3,5,3,0,0.1,0
21396,Mrs. Amy Duncan,1," April 10, 1948",Business travel,Business,93,3,2,2,2,5,4,4,2,2,2,3,3,2,1,0,0,0
14346,Mrs. Bernadette Knox,1," October 2, 1978",Personal Travel,Eco,121,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0,1
17778,Mrs. Joanne Ferguson,0," January 10, 1982",Business travel,Business,1450,1,2,2,4,5,2,5,5,4,2,1,3,3,5,0,0,0
14081,Miss Rachel James,1," January 12, 1954",Personal Travel,Eco,512,5,5,5,3,5,5,3,5,4,4,4,3,5,5,0,0,1
14366,Mr. Sebastian Henderson,1," April 27, 1978",Business travel,Business,1127,5,5,5,5,3,5,4,2,2,2,2,3,2,4,17,0,1
20961,Miss Grace Hudson,0," March 23, 1996",Business travel,Business,2452,3,5,3,3,5,3,2,5,5,3,5,3,4,5,2,0,0
21215,Mr. Warren James,0," April 10, 2000",Business travel,Business,1134,5,0,5,4,4,0,4,4,3,4,5,4,5,4,20,2.2,1
13347,Mr. Jack Hamilton,1," April 6, 1991",Business travel,Business,3431,3,2,2,2,3,3,3,3,2,5,3,2,3,3,0,0,0
21092,Mr. Oliver Vance,0," June 11, 1983",Business travel,Business,2172,5,4,4,3,4,1,3,4,3,5,4,3,4,3,173,17.8,1
17782,Mrs. Victoria Powell,1," July 29, 1963",Business travel,Eco,707,2,1,1,1,4,3,3,3,3,2,3,2,3,1,77,6,0
18751,Mr. Jonathan Paterson,1," April 12, 1974",Personal Travel,Eco,3795,1,3,1,2,1,3,3,4,1,3,2,3,3,3,26,1.9,0
14526,Mr. Adam MacDonald,0," January 16, 1985",Business travel,Business,1511,4,4,4,4,2,4,2,2,3,3,4,5,4,2,0,0,0
19921,Miss Alexandra Taylor,1," August 3, 1999",Business travel,Business,1192,5,2,2,2,5,4,5,5,2,3,3,1,4,5,96,10.8,0
21764,Miss Felicity Henderson,0," July 30, 1985",Business travel,Eco,1881,4,4,4,3,3,4,3,3,1,4,3,3,2,3,0,0,0
13305,Mr. Oliver Howard,1," July 8, 1966",Personal Travel,Eco,2121,2,2,2,3,2,2,2,2,2,1,4,2,4,2,2,1.9,0
16983,Miss Leah White,1," May 20, 1998",Business travel,Business,1778,4,4,4,4,4,4,4,4,4,4,4,2,1,4,0,0,1
15539,Mrs. Pippa Sanderson,1," October 8, 1985",Business travel,Business,3171,1,1,1,1,5,4,4,4,4,4,4,3,4,3,0,0,1
12263,Mr. Cameron Rutherford,1," March 6, 2009",Personal Travel,Business,2914,4,4,4,3,2,4,2,2,2,4,3,4,4,2,37,2.1,1
15381,Mr. Luke Quinn,1," January 2, 1997",Personal Travel,Eco,1780,3,1,3,3,3,3,3,3,3,2,4,1,3,3,11,0.1,0
15432,Miss Angela Buckland,1," May 16, 1999",Business travel,Business,3907,5,5,5,5,1,2,1,1,5,5,5,3,4,1,22,0.2,1
14365,Mrs. Pippa Roberts,1," July 4, 1961",Business travel,Business,913,3,3,3,3,2,3,5,5,5,5,5,5,5,5,0,0,1
18171,Mr. Tim Underwood,1," September 30, 1952",Business travel,Eco Plus,1559,3,4,4,4,3,3,3,3,3,4,3,4,2,3,18,0.1,1
12389,Mrs. Yvonne Churchill,1," September 30, 1996",Personal Travel,Business,2149,4,4,4,4,3,5,4,4,4,4,4,5,4,5,5,0,1
